team_id,player_p,name_p,player_q,name_q,minutes_together,jdi,jdi90
58,3352,Jorge Sánchez,3414,Alexis Vega,136.08333333333331,0.03507257428204269,0.023195578827070493
378,4105,Wahbi Khazri,12862,Wajdi Kechrida,82.31666666666666,0.021212914174678566,0.02319290069715818
371,4892,Josko Gvardiol,8136,Ivan Perisic,639.9166666666666,0.16488261232193757,0.02318963684173624
361,1926,Thiago Silva,3924,Bruno Guimarães,38.25,0.009853641886339904,0.023185039732564482
374,13044,Jawad El Yamiq,13864,Yahia Attiat-Allah,235.7,0.06071584870551842,0.023183820040291295
361,1695,Vinícius Junior,1697,Rodrygo,49.11666666666667,0.01263592031033293,0.023153705353171978
364,3856,Leandro Paredes,8023,Lisandro Martinez,24.28333333333333,0.006247202855430653,0.0231536687847121
368,1937,Kai Havertz,4779,Nico Schlotterbeck,78.23333333333333,0.020114592250505735,0.023139922912810175
57,4925,Hiroki Ito,13799,Shuichi Gonda,49.75,0.012784432560367171,0.023127616692121516
366,284,Nathan Aké,8327,Marten De Roon,204.68333333333334,0.052569506061945714,0.023115001444060486
373,12235,Ali Karimi,13980,Saeid Ezatolahi,52.766666666666666,0.013514596029245353,0.02305079550155556
378,12862,Wajdi Kechrida,14023,Mohamed Ali Ben Romdhane,73.83333333333333,0.018891173090051946,0.02302761505333646
372,428,Ismaïla Sarr,2059,Edouard Mendy,365.18333333333334,0.09339009494188233,0.02301613402793869
367,4737,Jesper Lindström,9089,Andreas Skov Olsen,68.98333333333333,0.017620288614422365,0.022988537936187672
382,13992,Ali Al-Bulayhi,14002,Hattan Bahebri,2.3833333333333333,0.0006085764956214949,0.022981210324168336
382,13992,Ali Al-Bulayhi,14009,Abdulrahman Al-Oboud,12.116666666666667,0.003093951834383403,0.02298121032416833
368,4623,Serge Gnabry,4779,Nico Schlotterbeck,89.01666666666667,0.022689756004990437,0.022940401128430696
381,3734,Félix Torres,9837,Jackson Porozo,108.36666666666667,0.02761978232284027,0.022938607281349964
